muonID	time	pos_x	pos_y	pos_z
16	21540	6.81953e-15	-111.375	-56.82
19	5005	-147.537	-75.174	124.17
39	2935	-169.037	-86.1288	118.66
71	450	1.13371e-14	-185.155	-61
45	4245	-181.476	92.4665	-135.38
81	2365	1.43092e-14	-233.695	-6.66
57	465	-185.369	94.4505	-154.19
17	5395	1.74852e-14	-285.565	-38.39
94	4855	1.5084e-14	-246.349	-10.27
69	25545	-250.208	127.487	-165.78
94	4860	1.46931e-14	-239.965	-97.67
93	16890	1.57634e-14	-257.445	-83.23
93	16890	1.56894e-14	-256.236	-83.23
16	21540	1.52793e-14	-249.539	-75.44
93	16892.5	1.16279e-14	-189.905	-146.21
93	16895	1.13339e-14	-185.102	-146.21
93	16895	1.07554e-14	-175.655	-146.21
93	16895	9.61281e-15	-156.994	-146.21
93	16892.5	1.16279e-14	-189.905	-144.69
93	16895	1.13339e-14	-185.102	-144.69
93	16895	1.07554e-14	-175.655	-144.69
93	16895	9.61281e-15	-156.994	-144.69
93	16892.5	1.16279e-14	-189.905	-140.32
93	16895	1.13339e-14	-185.102	-140.32
93	16895	1.07554e-14	-175.655	-140.32
93	16895	9.61281e-15	-156.994	-140.32
16	21545	9.15264e-15	-149.479	-133.86
16	21545	9.15264e-15	-149.479	-131.617
16	21545	9.15264e-15	-149.479	-129.135
38	2850	9.24571e-15	-150.999	-112.2
4	8160	8.39059e-15	-137.033	38.96
4	8160	7.91677e-15	-129.295	38.96
4	8157.5	8.39059e-15	-137.033	21.48
4	8157.5	7.91677e-15	-129.295	21.48
4	8155	7.34207e-15	-119.909	21.48
4	8155	7.04424e-15	-115.045	21.48
4	8160	8.39059e-15	-137.033	20.72
4	8160	7.91677e-15	-129.295	20.72
4	8157.5	8.39059e-15	-137.033	5.52
4	8157.5	7.91677e-15	-129.295	5.52
4	8155	7.34207e-15	-119.909	5.52
4	8155	7.04424e-15	-115.045	5.52
89	13565	1.09578e-14	-178.961	47.32
89	13565	1.06194e-14	-173.433	47.32
19	5000	1.13917e-14	-186.047	42.95
89	13565	1.09578e-14	-178.961	19.96
89	13565	1.06194e-14	-173.433	19.96
91	4755	-167.093	85.1382	173.76
29	9695	8.6337e-15	-141.004	76.39
40	4870	-133.994	68.2734	140.13
60	5840	-133.655	68.1008	116.76
60	5840	-130.608	66.5482	116.76
60	5840	-129.31	65.8869	116.76
60	5840	-133.655	68.1008	108.59
60	5840	-130.608	66.5482	108.59
60	5840	-129.31	65.8869	108.59
60	5840	-133.655	68.1008	105.36
60	5840	-130.608	66.5482	105.36
60	5840	-129.31	65.8869	105.36
57	465	-144.26	-104.811	-141.65
94	4860	-118.219	-85.8912	-119.04
73	2675	101.768	-51.8535	-85.32
7	20680	114.356	-58.2674	-73.4358
57	460	94.2106	-48.0027	-60.43
71	445	92.3484	-47.0538	-51.31
89	13565	1.12208e-14	-183.255	90.45
4	8165	1.06536e-14	-173.992	76.01
4	8165	1.04514e-14	-170.69	76.01
4	8165	1.06536e-14	-173.992	73.16
4	8165	1.04514e-14	-170.69	73.16
4	8162.5	1.06536e-14	-173.992	71.26
4	8162.5	1.04514e-14	-170.69	71.26
4	8160	1.02668e-14	-167.675	71.26
60	5845	-201.621	102.731	148.87
60	5845	-197.728	100.747	148.87
60	5845	-195.358	99.5397	148.87
60	5845	-194.68	99.1947	148.87
60	5845	-201.621	102.731	138.909
60	5845	-197.728	100.747	138.909
60	5845	-195.358	99.5397	138.909
60	5845	-194.68	99.1947	138.909
60	5845	-201.621	102.731	137.743
60	5845	-197.728	100.747	137.743
60	5845	-195.358	99.5397	137.743
-999	5845	-194.68	99.1947	137.743
19	5005	-188.078	95.8306	131.58
60	5845	-201.621	102.731	122.46
60	5845	-197.728	100.747	122.46
60	5845	-195.358	99.5397	122.46
60	5845	-194.68	99.1947	122.46
27	12250	1.29444e-14	-211.406	39.53
53	1945	-200.775	102.3	196.56
26	7640	-213.133	108.597	172.43
60	5845	-206.127	105.027	166.92
60	5845	-202.637	103.249	166.92
60	5845	-201.761	102.802	166.92
60	5845	-201.283	102.559	166.92
60	5845	-200.167	101.99	166.92
60	5845	-206.127	105.027	153.81
60	5845	-202.637	103.249	153.81
60	5845	-201.761	102.802	153.81
60	5845	-201.283	102.559	153.81
60	5845	-200.167	101.99	153.81
62	10980	-190.447	-138.368	-160.65
83	3125	1.5554e-14	-254.025	49.41
4	8160	1.70199e-14	-277.965	46.75
4	8160	1.63264e-14	-266.639	46.75
4	8160	1.70199e-14	-277.965	29.46
4	8160	1.63264e-14	-266.639	29.46
83	3122.5	1.5554e-14	-254.025	8.75
91	4755	-220.36	112.279	184.21
60	5845	-244.844	124.754	162.17
60	5845	-244.114	124.382	162.17
60	5845	-244.844	124.754	151.15
60	5845	-244.114	124.382	151.15
4	8162.5	1.47159e-14	-240.337	76.2
4	8162.5	1.46402e-14	-239.1	76.2
4	8160	1.43553e-14	-234.447	76.2
60	5842.5	-256.472	130.679	148.3
60	5842.5	-251.562	128.177	148.3
60	5845	-246.145	125.417	148.3
60	5845	-245.078	124.874	148.3
60	5842.5	-256.472	130.679	130.82
60	5842.5	-251.562	128.177	130.82
60	5845	-246.145	125.417	130.82
60	5845	-245.078	124.874	130.82
60	5840	-256.472	130.679	116.57
60	5840	-251.562	128.177	116.57
60	5842.5	-246.145	125.417	116.57
60	5842.5	-245.078	124.874	116.57
60	5840	-256.472	130.679	112.2
60	5840	-251.562	128.177	112.2
60	5842.5	-246.145	125.417	112.2
60	5842.5	-245.078	124.874	112.2
4	8165	1.44245e-14	-235.578	115.43
4	8165	1.18628e-14	-193.741	115.43
16	21545	20.7909	-131.269	-39.15
4	8150	19.9736	-126.108	-19.39
57	455	20.1667	-127.328	-7.61
16	21545	20.8206	-131.456	-94.44
16	21545	18.2645	-115.318	-94.44
16	21542.5	16.0948	-101.618	-94.44
16	21542.5	20.8206	-131.456	-80
16	21542.5	18.2645	-115.318	-80
16	21540	16.0948	-101.618	-80
57	460	19.3048	-121.886	-68.98
19	5005	-131.348	-95.4299	123.03
71	450	27.1983	-171.723	-59.48
45	4245	-199.308	64.7591	-133.67
94	4855	41.7297	-263.471	-8.75
94	4855	41.6108	-262.72	-8.75
81	2365	41.4516	-261.715	-4.95
69	25545	-261.469	84.9565	-161.6
16	21545	32.3076	-203.982	-57.39
7	20685	-178.817	-178.817	-96.91
-999	20687.5	-178.817	-178.817	-94.63
7	20685	-178.817	-178.817	-94.3371
7	20685	-178.817	-178.817	-93.5832
4	8155	21.5028	-135.763	21.48
4	8155	20.03	-126.465	21.48
4	8155	21.5028	-135.763	6.09
4	8155	20.03	-126.465	6.09
89	13565	27.1948	-171.701	49.41
4	8160	24.5565	-155.043	40.48
4	8160	24.5565	-155.043	22.62
89	13565	27.1948	-171.701	20.91
52	3320	-143.706	46.6928	197.32
57	465	-118.94	-118.94	-139.94
94	4860	-112.074	-112.074	-115.81
73	2675	123.838	-40.2372	-83.7226
7	20680	130.014	-42.2442	-71.64
51	335	123.208	-40.0326	-67.65
57	460	101.644	-33.0262	-59.1
89	13565	28.9349	-182.688	94.06
29	9695	25.2029	-159.125	72.78
19	5005	-191.107	62.0945	130.06
27	12250	34.8043	-219.746	37.06
4	8160	36.2395	-228.807	25.85
53	1945	-218.282	70.924	193.52
83	3125	41.5513	-262.345	48.08
50	645	42.6214	-269.101	38.39
4	8155	44.2301	-279.258	19.58
4	8155	39.8274	-251.461	19.58
4	8155	44.2301	-279.258	11.98
4	8155	39.8274	-251.461	11.98
26	7640	-230.208	74.7991	169.58
19	5005	27.4191	-173.117	116.95
99	16200	27.6708	-174.707	171.1
66	11555	85.0144	61.7666	33.26
66	11552.5	76.8758	55.8536	33.26
48	5205	94.3511	68.5501	9.7
89	13570	31.5531	-199.219	195.61
16	21545	40.6002	-124.955	-35.16
57	455	38.0755	-117.184	-6.85
52	3320	-81.7522	-81.7522	165.21
23	2315	120.779	-39.2435	47.5971
85	2500	104.816	-34.0569	47.89
23	2315	120.779	-39.2435	45.7095
23	2315	120.779	-39.2435	43.064
1	1775	104.591	-33.9837	15.97
4	8150	49.9526	-153.738	-19.01
16	21545	40.0718	-123.328	-90.64
16	21542.5	31.2648	-96.2231	-90.64
6	195	37.1361	-114.293	-89.5
16	21542.5	40.0718	-123.328	-80
16	21540	31.2648	-96.2231	-80
7	20680	31.4996	-96.9459	-79.05
57	460	36.2554	-111.583	-67.27
19	5005	-113.324	-113.324	121.89
27	12255	127.665	-41.4809	96.72
71	450	49.9356	-153.686	-57.96
45	4245	-213.553	33.8235	-131.96
35	12120	-191.128	30.2716	-115.24
-999	465	-209.424	33.1696	-194.85
-999	465	-209.049	33.1101	-194.85
-999	465	-207.923	32.9318	-194.85
57	465	-206.925	32.7736	-194.85
-999	465	-209.424	33.1696	-193.9
-999	465	-209.049	33.1101	-193.9
-999	465	-207.923	32.9318	-193.9
57	465	-206.925	32.7736	-193.9
-999	465	-209.424	33.1696	-192.304
-999	465	-209.049	33.1101	-192.304
-999	465	-207.923	32.9318	-192.304
57	465	-206.925	32.7736	-192.304
-999	465	-209.424	33.1696	-191.24
-999	465	-209.049	33.1101	-191.24
-999	465	-207.923	32.9318	-191.24
57	465	-206.925	32.7736	-191.24
-999	465	-209.424	33.1696	-190.67
-999	465	-209.049	33.1101	-190.67
-999	465	-207.923	32.9318	-190.67
57	465	-206.925	32.7736	-190.67
-999	465	-209.424	33.1696	-189.021
-999	465	-209.049	33.1101	-189.021
-999	465	-207.923	32.9318	-189.021
57	465	-206.925	32.7736	-189.021
-999	465	-209.424	33.1696	-188.286
-999	465	-209.049	33.1101	-188.286
-999	465	-207.923	32.9318	-188.286
57	465	-206.925	32.7736	-188.286
-999	465	-209.424	33.1696	-179.643
-999	465	-209.049	33.1101	-179.643
-999	465	-207.923	32.9318	-179.643
57	465	-206.925	32.7736	-179.643
-999	465	-209.424	33.1696	-175.375
-999	465	-209.049	33.1101	-175.375
-999	465	-207.923	32.9318	-175.375
57	465	-206.925	32.7736	-175.375
-999	465	-209.424	33.1696	-167.775
-999	465	-209.049	33.1101	-167.775
-999	465	-207.923	32.9318	-167.775
57	465	-206.925	32.7736	-167.775
-999	465	-209.424	33.1696	-160.182
-999	465	-209.049	33.1101	-160.182
-999	465	-207.923	32.9318	-160.182
57	465	-206.925	32.7736	-160.182
57	465	-209.424	33.1696	-152.2
57	465	-209.049	33.1101	-152.2
57	465	-207.923	32.9318	-152.2
57	465	-206.925	32.7736	-152.2
94	4855	88.0222	-270.904	-7.04
69	25545	-265.91	42.1161	-157.23
16	21545	65.5811	-201.838	-65.18
5	5225	143.474	73.1038	36.3
50	645	143.305	73.0176	26.8
50	645	142.04	72.3732	26.8
50	645	141.104	71.8962	26.8
50	645	139.581	71.1199	26.8
25	6275	87.3543	-44.5092	-144.5
29	9695	-59.9638	82.533	97.29
27	12255	-82.6984	113.825	67.46
91	4750	-82.3634	113.364	60.24
16	21540	69.2481	-95.3118	-81.9
7	20680	64.4947	-88.7694	-76.96
57	460	64.1902	-88.3502	-64.23
18	175	-198.566	-198.566	-129.3
45	4245	-193.73	-193.73	-118.85
7	20685	-178.682	-178.682	-103.471
7	20685	-177.943	-177.943	-103.471
7	20685	-177.07	-177.07	-103.471
7	20685	-174.027	-174.027	-103.471
7	20685	-173.238	-173.238	-103.471
7	20685	-178.682	-178.682	-101.063
7	20685	-177.943	-177.943	-101.063
7	20685	-177.07	-177.07	-101.063
7	20685	-174.027	-174.027	-101.063
7	20685	-173.238	-173.238	-101.063
16	21540	218.011	-70.836	-57.01
57	455	111.221	-36.138	-4.57
45	4247.5	255.928	-83.156	-165.78
22	2530	89.4965	-89.4965	-139.56
6	195	82.4239	-82.4239	-104.22
53	1945	-194.939	-194.939	169.39
99	16195	263.785	-85.7091	39.15
19	4997.5	255.506	-83.019	26.8
16	21545	38.6627	-118.991	-128.54
16	21542.5	33.9069	-104.355	-128.54
57	460	32.2864	-99.3673	-128.16
22	2530	30.6189	-94.2354	-126.07
16	21542.5	38.6627	-118.991	-125.215
16	21540	33.9069	-104.355	-125.215
16	21545	38.6627	-118.991	-116.38
16	21542.5	33.9069	-104.355	-116.38
23	2320	159.854	-51.9399	135.38
23	2320	145.289	-47.2072	135.38
14	95	148.807	-48.3503	115.81
13	3280	140.188	-45.5497	102.7
23	2320	159.854	-51.9399	100.99
23	2320	145.289	-47.2072	100.99
23	2320	159.854	-51.9399	100.61
23	2320	145.289	-47.2072	100.61
47	9465	111.741	-111.741	89.2653
37	410	132.671	-132.671	79.43
37	410	131.462	-131.462	79.43
37	407.5	127.834	-127.834	79.43
37	410	132.671	-132.671	70.5
37	410	131.462	-131.462	70.5
37	407.5	127.834	-127.834	70.5
37	407.5	132.671	-132.671	57.01
37	407.5	131.462	-131.462	57.01
37	405	127.834	-127.834	57.01
50	645	165.482	-84.3174	31.74
14	90	151.092	-76.9854	29.46
23	2320	127.395	-0	171.86
19	5005	102.996	-0	157.61
14	90	148.084	-48.1155	33.64
50	645	168.073	-54.6101	30.79
44	4950	143.031	-46.4735	59.29
88	12670	238.082	-0	-34.97
73	2670	204.508	-0	-12.93
-999	25550	-92.0352	-180.629	-196.94
-999	25550	-90.3963	-177.413	-196.94
-999	25550	-92.0352	-180.629	-171.765
-999	25550	-90.3963	-177.413	-171.765
16	21545	67.8709	-208.885	-123.6
16	21545	67.049	-206.355	-123.6
69	25545	73.9184	-227.497	-112.114
69	25545	73.9184	-227.497	-109.92
16	21545	67.8709	-208.885	-108.21
16	21545	67.049	-206.355	-108.21
26	7640	-192.252	-192.252	147.35
19	5005	1.03831e-14	-169.575	117.9
4	8165	1.08844e-14	-177.762	100.8
59	1017.5	155.96	-79.4654	-95.39
45	4250	54.8382	-168.774	-170.72
23	2315	217.055	-70.5255	32.12
23	2315	217.055	-70.5255	30.7306
23	2315	217.055	-70.5255	28.4387
51	335	225.24	-0	-52.45
18	175	-123.778	-242.928	-121.13
16	21540	77.5873	77.5873	-44.47
84	16490	89.6212	89.6212	-3.05
22	2530	72.7441	-223.883	-191.62
45	4240	268.465	-0	-76.01
69	25540	288.876	-0	-73.54
69	25545	-196.672	-142.891	-138.42
18	175	-231.027	-167.851	-133.86
45	4245	-213.042	-154.784	-120.94
57	455	102.337	-52.1431	-4.76
66	11552.5	124.229	63.2976	35.54
66	11550	98.2566	50.0643	35.54
89	13570	1.22777e-14	-200.517	190.29
4	8167.5	1.45303e-14	-237.305	182.12
4	8170	1.29501e-14	-211.498	182.12
4	8170	1.24949e-14	-204.064	182.12
4	8167.5	1.45303e-14	-237.305	174.33
4	8170	1.29501e-14	-211.498	174.33
4	8170	1.24949e-14	-204.064	174.33
4	8165	1.46117e-14	-238.635	157.8
4	8165	1.45303e-14	-237.305	157.8
4	8167.5	1.29501e-14	-211.498	157.8
4	8167.5	1.24949e-14	-204.064	157.8
4	8165	1.21686e-14	-198.735	157.8
4	8165	1.46117e-14	-238.635	156.85
4	8165	1.45303e-14	-237.305	156.85
4	8167.5	1.29501e-14	-211.498	156.85
4	8167.5	1.24949e-14	-204.064	156.85
4	8165	1.21686e-14	-198.735	156.85
59	1015	241.325	-122.961	-10.27
59	1015	241.325	-122.961	-9.72714
16	21540	74.5643	-229.485	-134.81
18	175	81.4337	-250.627	-102.13
26	7635	271.769	-88.3032	95.2
52	3315	239.966	-77.9696	83.61
20	13480	-41.3178	-260.87	-60.24
83	3125	78.4629	-78.4629	31.55
52	3320	-115.694	-37.5911	177.37
52	3320	8.17272e-15	-133.475	143.36
69	25540	236.834	-120.673	-89.12
59	1015	229.864	-117.122	-84.56
18	175	245.299	-124.986	-83.42
16	21540	219.397	-111.788	-58.91
25	6275	256.302	-130.593	-57.39
4	8162.5	-122.743	-240.897	85.7
4	8165	-118.689	-232.94	85.7
4	8162.5	-118.603	-232.771	85.7
4	8165	-117.654	-230.909	85.7
4	8165	-112.302	-220.404	85.7
4	8162.5	-122.743	-240.897	79.05
4	8165	-118.689	-232.94	79.05
4	8162.5	-118.603	-232.771	79.05
4	8165	-117.654	-230.909	79.05
4	8165	-112.302	-220.404	79.05
99	16200	-121.449	-238.358	78.86
4	8162.5	-122.743	-240.897	71.45
4	8165	-118.689	-232.94	71.45
4	8162.5	-118.603	-232.771	71.45
4	8165	-117.654	-230.909	71.45
4	8165	-112.302	-220.404	71.45
63	13025	-114.894	-225.491	69.36
4	8160	-122.743	-240.897	52.64
4	8162.5	-118.689	-232.94	52.64
4	8160	-118.603	-232.771	52.64
4	8162.5	-117.654	-230.909	52.64
4	8162.5	-112.302	-220.404	52.64
73	2670	62.8195	-86.4637	-20.53
57	455	68.2918	-93.9956	-5.71
74	14840	60.7954	-83.6776	-2.67
57	457.5	126.414	126.414	-48.46
57	460	103.047	103.047	-48.46
57	455	126.414	126.414	-2.48
57	457.5	103.047	103.047	-2.48
6	195	89.0925	-274.199	-191.24
66	11555	64.6064	88.9231	95.01
66	11555	61.3677	84.4654	95.01
66	11560	72.8707	100.298	85.7
66	11557.5	64.6064	88.9231	85.7
66	11557.5	61.3677	84.4654	85.7
3	10520	63.0429	86.7711	64.8
66	11557.5	72.8707	100.298	55.11
66	11555	64.6064	88.9231	55.11
66	11555	61.3677	84.4654	55.11
47	9465	123.117	-40.0033	111.44
93	16895	-21.5637	-136.148	-148.68
93	16895	-19.7506	-124.701	-148.68
93	16892.5	-19.0076	-120.009	-148.68
93	16892.5	-18.6806	-117.945	-148.68
93	16895	-21.5637	-136.148	-137.28
93	16895	-19.7506	-124.701	-137.28
93	16892.5	-19.0076	-120.009	-137.28
93	16892.5	-18.6806	-117.945	-137.28
57	465	-19.8398	-125.264	-132.34
93	16892.5	-21.5637	-136.148	-130.06
93	16892.5	-19.7506	-124.701	-130.06
93	16890	-19.0076	-120.009	-130.06
93	16890	-18.6806	-117.945	-130.06
93	16892.5	-21.5637	-136.148	-124.55
93	16892.5	-19.7506	-124.701	-124.55
93	16890	-19.0076	-120.009	-124.55
93	16890	-18.6806	-117.945	-124.55
38	2850	-21.8609	-138.025	-104.6
83	3125	99.7665	-99.7665	62.9
83	3125	84.9174	-84.9174	62.9
19	5005	-161.818	-52.5777	125.31
39	2935	-168.142	-54.6327	106.31
63	13025	-164.889	-53.5758	101.37
59	1020	130.625	-0	-177.94
59	1015	145.983	-74.382	-19.77
73	2670	129.35	-65.9069	-16.73
74	14840	136.748	-69.6765	-1.34
94	4860	40.1915	-253.759	-94.06
93	16890	42.4133	-267.787	-75.06
16	21540	43.0077	-271.54	-72.4
64	425	110.829	-17.5536	-67.84
57	460	107.623	-17.0459	-57.77
57	465	-92.3427	-127.099	-137.85
94	4860	-101.349	-139.495	-112.2
85	2500	155.8	-0	42.95
14	90	163.685	-0	40.9946
50	645	163.685	-0	28.89
84	16492.5	175.912	-0	17.5773
1	1775	150.154	-0	13.12
22	2530	61.8746	-85.163	-133.67
53	1945	-216.885	-157.576	173.38
26	7640	-216.27	-157.13	150.77
37	405	239.698	-122.132	35.92
19	5000	227.692	-116.015	29.46
70	12095	239.842	-122.206	2.48
16	21545	20.1965	-127.516	-129.49
16	21545	19.9521	-125.973	-129.49
16	21545	18.7196	-118.191	-129.49
16	21542.5	17.3292	-109.412	-129.49
57	465	17.3431	-109.5	-129.3
57	462.5	17.3431	-109.5	-129.11
16	21545	20.1965	-127.516	-126.26
16	21545	19.9521	-125.973	-126.26
-999	21545	18.7196	-118.191	-126.26
16	21542.5	17.3292	-109.412	-126.26
16	21542.5	20.1965	-127.516	-123.79
16	21542.5	19.9521	-125.973	-123.79
16	21542.5	18.7196	-118.191	-123.79
16	21540	17.3292	-109.412	-123.79
16	21545	20.1965	-127.516	-122.08
16	21545	19.9521	-125.973	-122.08
-999	21545	18.7196	-118.191	-122.08
16	21542.5	17.3292	-109.412	-122.08
22	2530	16.6268	-104.977	-121.51
16	21545	20.1965	-127.516	-120.56
16	21545	19.9521	-125.973	-120.56
-999	21545	18.7196	-118.191	-120.56
16	21542.5	17.3292	-109.412	-120.56
16	21545	20.1965	-127.516	-117.33
16	21545	19.9521	-125.973	-117.33
16	21545	18.7196	-118.191	-117.33
16	21542.5	17.3292	-109.412	-117.33
16	21545	20.1965	-127.516	-112.77
16	21545	19.9521	-125.973	-112.77
-999	21545	18.7196	-118.191	-112.77
16	21542.5	17.3292	-109.412	-112.77
16	21545	20.1965	-127.516	-109.73
16	21545	19.9521	-125.973	-109.73
-999	21545	18.7196	-118.191	-109.73
16	21542.5	17.3292	-109.412	-109.73
16	21545	20.1965	-127.516	-103.27
16	21545	19.9521	-125.973	-103.27
-999	21545	18.7196	-118.191	-103.27
16	21542.5	17.3292	-109.412	-103.27
88	12670	183.814	-29.1132	-43.71
-999	16492.5	169.822	-26.8971	-16.7933
-999	16495	169.176	-26.7949	-16.7933
-999	16495	164.209	-26.0082	-16.7933
-999	16495	162.779	-25.7816	-16.7933
-999	16495	160.765	-25.4626	-16.7933
-999	16492.5	160.168	-25.3682	-16.7933
-999	16492.5	159.314	-25.2328	-16.7933
-999	16492.5	157.818	-24.996	-16.7933
73	2670	180.724	-28.6238	-14.26
-999	16492.5	169.822	-26.8971	-14.26
-999	16495	169.176	-26.7949	-14.26
-999	16495	164.209	-26.0082	-14.26
-999	16495	162.779	-25.7816	-14.26
-999	16495	160.765	-25.4626	-14.26
-999	16492.5	160.168	-25.3682	-14.26
-999	16492.5	159.314	-25.2328	-14.26
-999	16492.5	157.818	-24.996	-14.26
-999	16492.5	169.822	-26.8971	-11.6585
-999	16495	169.176	-26.7949	-11.6585
-999	16495	164.209	-26.0082	-11.6585
-999	16495	162.779	-25.7816	-11.6585
-999	16495	160.765	-25.4626	-11.6585
-999	16492.5	160.168	-25.3682	-11.6585
-999	16492.5	159.314	-25.2328	-11.6585
-999	16492.5	157.818	-24.996	-11.6585
-999	16492.5	169.822	-26.8971	-11.125
-999	16495	169.176	-26.7949	-11.125
-999	16495	164.209	-26.0082	-11.125
-999	16495	162.779	-25.7816	-11.125
-999	16495	160.765	-25.4626	-11.125
-999	16492.5	160.168	-25.3682	-11.125
-999	16492.5	159.314	-25.2328	-11.125
-999	16492.5	157.818	-24.996	-11.125
-999	16492.5	169.822	-26.8971	-9.84639
-999	16495	169.176	-26.7949	-9.84639
-999	16495	164.209	-26.0082	-9.84639
-999	16495	162.779	-25.7816	-9.84639
-999	16495	160.765	-25.4626	-9.84639
-999	16492.5	160.168	-25.3682	-9.84639
-999	16492.5	159.314	-25.2328	-9.84639
-999	16492.5	157.818	-24.996	-9.84639
14	95	168.869	-0	172.62
37	405	188.186	-95.8857	32.31
14	95	152.837	-77.8746	111.44
93	16895	-57.0892	-175.703	-147.54
83	3125	99.7325	-137.27	78.29
83	3125	96.4908	-132.808	78.29
83	3125	95.8128	-131.875	78.29
83	3127.5	94.0897	-129.503	78.29
83	3127.5	88.8855	-122.34	78.29
83	3127.5	86.0411	-118.425	78.29
83	3125	99.7325	-137.27	73.92
83	3125	96.4908	-132.808	73.92
83	3125	95.8128	-131.875	73.92
83	3127.5	88.8855	-122.34	73.92
83	3127.5	86.0411	-118.425	73.92
83	3125	99.7325	-137.27	70.12
83	3125	96.4908	-132.808	70.12
83	3125	95.8128	-131.875	70.12
83	3127.5	94.0897	-129.503	70.12
83	3127.5	88.8855	-122.34	70.12
83	3127.5	86.0411	-118.425	70.12
83	3127.5	99.7325	-137.27	68.6
83	3127.5	96.4908	-132.808	68.6
83	3127.5	95.8128	-131.875	68.6
83	3130	94.0897	-129.503	68.6
83	3130	88.8855	-122.34	68.6
83	3130	86.0411	-118.425	68.6
83	3127.5	99.7325	-137.27	56.82
83	3127.5	96.4908	-132.808	56.82
83	3127.5	95.8128	-131.875	56.82
83	3130	94.0897	-129.503	56.82
83	3130	88.8855	-122.34	56.82
83	3130	86.0411	-118.425	56.82
37	407.5	111.593	-153.594	56.06
37	405	107.566	-148.051	56.06
83	3127.5	99.7325	-137.27	51.88
83	3127.5	96.4908	-132.808	51.88
83	3127.5	95.8128	-131.875	51.88
83	3130	94.0897	-129.503	51.88
83	3130	88.8855	-122.34	51.88
83	3130	86.0411	-118.425	51.88
47	9465	232.435	-0	148.49
23	2320	239.965	-0	146.21
29	9695	228.084	-0	145.26
99	16200	222.865	-0	137.47
16	21542.5	36.4985	-230.443	-134.81
16	21545	36.4688	-230.255	-134.81
16	21545	33.1663	-209.404	-134.81
16	21545	32.8221	-207.23	-134.81
16	21542.5	36.4985	-230.443	-122.46
16	21545	36.4688	-230.255	-122.46
16	21545	33.1663	-209.404	-122.46
16	21545	32.8221	-207.23	-122.46
69	25545	37.0038	-233.633	-113.72
16	21542.5	36.4985	-230.443	-106.5
16	21545	36.4688	-230.255	-106.5
16	21545	33.1663	-209.404	-106.5
16	21545	32.8221	-207.23	-106.5
52	3315	207.716	-105.837	93.11
19	5005	210.086	-107.044	108.97
93	16892.5	-67.4269	-207.519	-131.96
93	16895	-61.5299	-189.37	-131.96
93	16895	-60.0327	-184.762	-131.96
93	16890	-67.4269	-207.519	-130.25
93	16892.5	-61.5299	-189.37	-130.25
93	16892.5	-60.0327	-184.762	-130.25
69	25545	-72.1654	-222.102	-124.17
94	4860	-63.312	-194.854	-105.17
8	6410	125.878	-173.256	87.79
29	9690	137.362	-189.063	58.72
4	8167.5	-37.4794	-236.635	165.59
4	8167.5	-37.223	-235.017	165.59
4	8170	-31.5348	-199.103	165.59
4	8167.5	-31.5051	-198.915	165.59
4	8167.5	-30.7323	-194.036	165.59
4	8167.5	-37.4794	-236.635	160.65
4	8167.5	-37.223	-235.017	160.65
4	8170	-31.5348	-199.103	160.65
4	8167.5	-31.5051	-198.915	160.65
4	8167.5	-30.7323	-194.036	160.65
4	8165	-37.6112	-237.468	156.28
4	8165	-37.4794	-236.635	156.28
4	8165	-37.3479	-235.805	156.28
4	8165	-37.223	-235.017	156.28
4	8165	-36.8708	-232.793	156.28
4	8167.5	-31.5348	-199.103	156.28
4	8165	-31.5051	-198.915	156.28
4	8165	-31.4338	-198.465	156.28
4	8165	-30.8066	-194.505	156.28
4	8165	-30.7323	-194.036	156.28
4	8165	-37.6112	-237.468	153.43
4	8165	-37.4794	-236.635	153.43
4	8165	-37.3479	-235.805	153.43
4	8165	-37.223	-235.017	153.43
4	8165	-36.8708	-232.793	153.43
4	8167.5	-31.5348	-199.103	153.43
4	8165	-31.5051	-198.915	153.43
4	8165	-31.4338	-198.465	153.43
4	8165	-30.8066	-194.505	153.43
4	8165	-30.7323	-194.036	153.43
77	2925	233.365	-169.55	-33.83
80	1070	-257.186	-131.043	-190.67
80	1070	-255.879	-130.377	-190.67
62	10980	-219.228	-111.702	-170.34
80	1070	-257.186	-131.043	-150.01
80	1070	-255.879	-130.377	-150.01
94	4860	-81.2147	81.2147	-30.41
84	16495	86.277	62.6839	-88.17
18	175	41.2541	-260.468	-105.93
16	21540	40.3624	-254.838	-100.61
52	3320	-124.888	-19.7804	181.74
90	1235	-31.2287	96.1119	-96.0656
90	1235	-31.2287	96.1119	-92.4661
90	1235	-31.2287	96.1119	-88.5241
26	7640	-44.9694	-283.926	132.15
4	8165	-38.8169	-245.08	124.36
69	25540	213.451	-155.081	-93.68
69	25540	211.505	-153.668	-93.68
69	25540	209.507	-152.216	-93.68
18	175	219.345	-159.363	-87.22
16	21540	210.891	-153.221	-60.62
99	16200	-147.749	-203.359	81.9
57	455	54.0408	-106.061	-6.28
46	5980	-87.3329	87.3329	-60.81
13	3280	105.924	-53.9709	111.63
47	9465	114.526	-58.3537	105.93
93	16895	-40.1305	-123.509	-136.14
93	16892.5	-38.3104	-117.907	-136.14
93	16892.5	-38.0021	-116.959	-136.14
57	465	-42.1054	-129.587	-134.05
93	16892.5	-40.1305	-123.509	-127.02
93	16890	-38.3104	-117.907	-127.02
