,muonID1,muonID2,x1,x1_normed,y1,y1_normed,z1,z1_normed,p1,t1_normed,t1,x2,x2_normed,y2,y2_normed,z2,z2_normed,t2_normed,t2,label
29767,52,52,-132.905,0.261249561,-1.63E-14,4.94E-01,186.49,0.97217525,0.06876959434,0.150231481,3330,-81.7522,0.351022815,-81.7522,0.351022815,165.21,0.917653087,0.150231481,3330,1
41396,52,52,-144.593,0.240737101,22.9012,0.534689716,191.62,0.985318985,0.0724152397,0.150231481,3330,-81.7522,0.351022815,-81.7522,0.351022815,165.21,0.917653087,0.150231481,3330,1
34936,52,52,-143.696,0.242311337,46.6896,0.576438399,197.32,0.999923136,0.07463150739,0.150231481,3330,-81.7522,0.351022815,-81.7522,0.351022815,165.21,0.917653087,0.150231481,3330,1
34288,52,52,288.035,1,0,0.49449807,63.09,0.656008199,0.08854761068,0.150231481,3330,-93.9956,0.329535627,-68.2918,0.374645841,169.01,0.927389188,0.150231481,3330,1
35580,52,52,267.412,0.963806599,-42.3538,0.420167076,73.73,0.68326928,0.08426574917,0.150231481,3330,-93.9956,0.329535627,-68.2918,0.374645841,169.01,0.927389188,0.150231481,3330,1
40748,52,52,239.966,0.915638821,-77.9696,0.357661285,83.61,0.708583141,0.07982204085,0.150231481,3330,-93.9956,0.329535627,-68.2918,0.374645841,169.01,0.927389188,0.150231481,3330,1
28473,52,52,207.716,0.859040014,-105.837,0.308753949,93.11,0.732923392,0.07538487391,0.150231481,3330,-93.9956,0.329535627,-68.2918,0.374645841,169.01,0.927389188,0.150231481,3330,1
30411,52,52,173.384,0.798787294,-125.971,0.273418743,102.13,0.75603382,0.07129286058,0.150231481,3330,-93.9956,0.329535627,-68.2918,0.374645841,169.01,0.927389188,0.150231481,3330,1
32996,52,52,138.915,0.738294138,-138.915,0.250702001,110.68,0.777940046,0.06771409993,0.150231481,3330,-93.9956,0.329535627,-68.2918,0.374645841,169.01,0.927389188,0.150231481,3330,1
38164,52,52,105.704,0.680008775,-145.49,0.239162864,118.47,0.797899052,0.06466980501,0.150231481,3330,-93.9956,0.329535627,-68.2918,0.374645841,169.01,0.927389188,0.150231481,3330,1
29119,52,52,75.0015,0.626125834,-147.199,0.236163566,125.5,0.815910838,0.06230273858,0.150231481,3330,-93.9956,0.329535627,-68.2918,0.374645841,169.01,0.927389188,0.150231481,3330,1
42040,52,52,47.1761,0.577292208,-145.193,0.2396841,132.15,0.832949014,0.06063554185,0.150231481,3330,-93.9956,0.329535627,-68.2918,0.374645841,169.01,0.927389188,0.150231481,3330,1
36226,52,52,8.17E-15,4.94E-01,-133.475,0.26024921,143.36,0.86167051,0.05882181928,0.150231481,3330,-93.9956,0.329535627,-68.2918,0.374645841,169.01,0.927389188,0.150231481,3330,1
40102,52,52,-19.822,0.459710425,-125.151,0.274857845,148.3,0.87432744,0.05857670812,0.150231481,3330,-93.9956,0.329535627,-68.2918,0.374645841,169.01,0.927389188,0.150231481,3330,1
37518,52,52,-37.6058,0.428499825,-115.739,0.291375921,152.86,0.886010761,0.05867463041,0.150231481,3330,-93.9956,0.329535627,-68.2918,0.374645841,169.01,0.927389188,0.150231481,3330,1
38810,52,52,-53.6095,0.400413303,-105.215,0.30984556,157.04,0.896720471,0.05900403154,0.150231481,3330,-93.9956,0.329535627,-68.2918,0.374645841,169.01,0.927389188,0.150231481,3330,1
31057,52,52,-68.1802,0.374841699,-93.8419,0.32980537,161.22,0.907430182,0.05964324606,0.150231481,3330,-93.9956,0.329535627,-68.2918,0.374645841,169.01,0.927389188,0.150231481,3330,1
33642,52,52,-81.7522,0.351022815,-81.7522,0.351022815,165.21,0.917653087,0.06055441332,0.150231481,3330,-93.9956,0.329535627,-68.2918,0.374645841,169.01,0.927389188,0.150231481,3330,1
36872,52,52,-105.384,0.309548965,-53.6957,0.400262022,173.19,0.938098898,0.06297991928,0.150231481,3330,-93.9956,0.329535627,-68.2918,0.374645841,169.01,0.927389188,0.150231481,3330,1
39456,52,52,-115.697,0.291449631,-37.5923,0.428523517,177.37,0.948808609,0.06458837031,0.150231481,3330,-93.9956,0.329535627,-68.2918,0.374645841,169.01,0.927389188,0.150231481,3330,1
31703,52,52,-124.888,0.27531941,-19.7804,0.459783433,181.74,0.960005124,0.06648631312,0.150231481,3330,-93.9956,0.329535627,-68.2918,0.374645841,169.01,0.927389188,0.150231481,3330,1
29765,52,52,-132.905,0.261249561,-1.63E-14,4.94E-01,186.49,0.97217525,0.06876959434,0.150231481,3330,-93.9956,0.329535627,-68.2918,0.374645841,169.01,0.927389188,0.150231481,3330,1
41394,52,52,-144.593,0.240737101,22.9012,0.534689716,191.62,0.985318985,0.0724152397,0.150231481,3330,-93.9956,0.329535627,-68.2918,0.374645841,169.01,0.927389188,0.150231481,3330,1
34934,52,52,-143.696,0.242311337,46.6896,0.576438399,197.32,0.999923136,0.07463150739,0.150231481,3330,-93.9956,0.329535627,-68.2918,0.374645841,169.01,0.927389188,0.150231481,3330,1
34294,52,52,288.035,1,0,0.49449807,63.09,0.656008199,0.08854761068,0.150231481,3330,-105.384,0.309548965,-53.6957,0.400262022,173.19,0.938098898,0.150231481,3330,1
35586,52,52,267.412,0.963806599,-42.3538,0.420167076,73.73,0.68326928,0.08426574917,0.150231481,3330,-105.384,0.309548965,-53.6957,0.400262022,173.19,0.938098898,0.150231481,3330,1
40755,52,52,239.966,0.915638821,-77.9696,0.357661285,83.61,0.708583141,0.07982204085,0.150231481,3330,-105.384,0.309548965,-53.6957,0.400262022,173.19,0.938098898,0.150231481,3330,1
28480,52,52,207.716,0.859040014,-105.837,0.308753949,93.11,0.732923392,0.07538487391,0.150231481,3330,-105.384,0.309548965,-53.6957,0.400262022,173.19,0.938098898,0.150231481,3330,1
30418,52,52,173.384,0.798787294,-125.971,0.273418743,102.13,0.75603382,0.07129286058,0.150231481,3330,-105.384,0.309548965,-53.6957,0.400262022,173.19,0.938098898,0.150231481,3330,1
33002,52,52,138.915,0.738294138,-138.915,0.250702001,110.68,0.777940046,0.06771409993,0.150231481,3330,-105.384,0.309548965,-53.6957,0.400262022,173.19,0.938098898,0.150231481,3330,1
38171,52,52,105.704,0.680008775,-145.49,0.239162864,118.47,0.797899052,0.06466980501,0.150231481,3330,-105.384,0.309548965,-53.6957,0.400262022,173.19,0.938098898,0.150231481,3330,1
29126,52,52,75.0015,0.626125834,-147.199,0.236163566,125.5,0.815910838,0.06230273858,0.150231481,3330,-105.384,0.309548965,-53.6957,0.400262022,173.19,0.938098898,0.150231481,3330,1
42047,52,52,47.1761,0.577292208,-145.193,0.2396841,132.15,0.832949014,0.06063554185,0.150231481,3330,-105.384,0.309548965,-53.6957,0.400262022,173.19,0.938098898,0.150231481,3330,1
36232,52,52,8.17E-15,4.94E-01,-133.475,0.26024921,143.36,0.86167051,0.05882181928,0.150231481,3330,-105.384,0.309548965,-53.6957,0.400262022,173.19,0.938098898,0.150231481,3330,1
40109,52,52,-19.822,0.459710425,-125.151,0.274857845,148.3,0.87432744,0.05857670812,0.150231481,3330,-105.384,0.309548965,-53.6957,0.400262022,173.19,0.938098898,0.150231481,3330,1
37525,52,52,-37.6058,0.428499825,-115.739,0.291375921,152.86,0.886010761,0.05867463041,0.150231481,3330,-105.384,0.309548965,-53.6957,0.400262022,173.19,0.938098898,0.150231481,3330,1
38817,52,52,-53.6095,0.400413303,-105.215,0.30984556,157.04,0.896720471,0.05900403154,0.150231481,3330,-105.384,0.309548965,-53.6957,0.400262022,173.19,0.938098898,0.150231481,3330,1
31064,52,52,-68.1802,0.374841699,-93.8419,0.32980537,161.22,0.907430182,0.05964324606,0.150231481,3330,-105.384,0.309548965,-53.6957,0.400262022,173.19,0.938098898,0.150231481,3330,1
33648,52,52,-81.7522,0.351022815,-81.7522,0.351022815,165.21,0.917653087,0.06055441332,0.150231481,3330,-105.384,0.309548965,-53.6957,0.400262022,173.19,0.938098898,0.150231481,3330,1
32356,52,52,-93.9956,0.329535627,-68.2918,0.374645841,169.01,0.927389188,0.06158962436,0.150231481,3330,-105.384,0.309548965,-53.6957,0.400262022,173.19,0.938098898,0.150231481,3330,1
39463,52,52,-115.697,0.291449631,-37.5923,0.428523517,177.37,0.948808609,0.06458837031,0.150231481,3330,-105.384,0.309548965,-53.6957,0.400262022,173.19,0.938098898,0.150231481,3330,1
31710,52,52,-124.888,0.27531941,-19.7804,0.459783433,181.74,0.960005124,0.06648631312,0.150231481,3330,-105.384,0.309548965,-53.6957,0.400262022,173.19,0.938098898,0.150231481,3330,1
29772,52,52,-132.905,0.261249561,-1.63E-14,4.94E-01,186.49,0.97217525,0.06876959434,0.150231481,3330,-105.384,0.309548965,-53.6957,0.400262022,173.19,0.938098898,0.150231481,3330,1
41401,52,52,-144.593,0.240737101,22.9012,0.534689716,191.62,0.985318985,0.0724152397,0.150231481,3330,-105.384,0.309548965,-53.6957,0.400262022,173.19,0.938098898,0.150231481,3330,1
34940,52,52,-143.696,0.242311337,46.6896,0.576438399,197.32,0.999923136,0.07463150739,0.150231481,3330,-105.384,0.309548965,-53.6957,0.400262022,173.19,0.938098898,0.150231481,3330,1
34298,52,52,288.035,1,0,0.49449807,63.09,0.656008199,0.08854761068,0.150231481,3330,-115.697,0.291449631,-37.5923,0.428523517,177.37,0.948808609,0.150231481,3330,1
35590,52,52,267.412,0.963806599,-42.3538,0.420167076,73.73,0.68326928,0.08426574917,0.150231481,3330,-115.697,0.291449631,-37.5923,0.428523517,177.37,0.948808609,0.150231481,3330,1
40759,52,52,239.966,0.915638821,-77.9696,0.357661285,83.61,0.708583141,0.07982204085,0.150231481,3330,-115.697,0.291449631,-37.5923,0.428523517,177.37,0.948808609,0.150231481,3330,1
28484,52,52,207.716,0.859040014,-105.837,0.308753949,93.11,0.732923392,0.07538487391,0.150231481,3330,-115.697,0.291449631,-37.5923,0.428523517,177.37,0.948808609,0.150231481,3330,1
30422,52,52,173.384,0.798787294,-125.971,0.273418743,102.13,0.75603382,0.07129286058,0.150231481,3330,-115.697,0.291449631,-37.5923,0.428523517,177.37,0.948808609,0.150231481,3330,1
33006,52,52,138.915,0.738294138,-138.915,0.250702001,110.68,0.777940046,0.06771409993,0.150231481,3330,-115.697,0.291449631,-37.5923,0.428523517,177.37,0.948808609,0.150231481,3330,1
38174,52,52,105.704,0.680008775,-145.49,0.239162864,118.47,0.797899052,0.06466980501,0.150231481,3330,-115.697,0.291449631,-37.5923,0.428523517,177.37,0.948808609,0.150231481,3330,1
29130,52,52,75.0015,0.626125834,-147.199,0.236163566,125.5,0.815910838,0.06230273858,0.150231481,3330,-115.697,0.291449631,-37.5923,0.428523517,177.37,0.948808609,0.150231481,3330,1
42051,52,52,47.1761,0.577292208,-145.193,0.2396841,132.15,0.832949014,0.06063554185,0.150231481,3330,-115.697,0.291449631,-37.5923,0.428523517,177.37,0.948808609,0.150231481,3330,1
36236,52,52,8.17E-15,4.94E-01,-133.475,0.26024921,143.36,0.86167051,0.05882181928,0.150231481,3330,-115.697,0.291449631,-37.5923,0.428523517,177.37,0.948808609,0.150231481,3330,1
40113,52,52,-19.822,0.459710425,-125.151,0.274857845,148.3,0.87432744,0.05857670812,0.150231481,3330,-115.697,0.291449631,-37.5923,0.428523517,177.37,0.948808609,0.150231481,3330,1
37528,52,52,-37.6058,0.428499825,-115.739,0.291375921,152.86,0.886010761,0.05867463041,0.150231481,3330,-115.697,0.291449631,-37.5923,0.428523517,177.37,0.948808609,0.150231481,3330,1
38820,52,52,-53.6095,0.400413303,-105.215,0.30984556,157.04,0.896720471,0.05900403154,0.150231481,3330,-115.697,0.291449631,-37.5923,0.428523517,177.37,0.948808609,0.150231481,3330,1
31068,52,52,-68.1802,0.374841699,-93.8419,0.32980537,161.22,0.907430182,0.05964324606,0.150231481,3330,-115.697,0.291449631,-37.5923,0.428523517,177.37,0.948808609,0.150231481,3330,1
33652,52,52,-81.7522,0.351022815,-81.7522,0.351022815,165.21,0.917653087,0.06055441332,0.150231481,3330,-115.697,0.291449631,-37.5923,0.428523517,177.37,0.948808609,0.150231481,3330,1
32360,52,52,-93.9956,0.329535627,-68.2918,0.374645841,169.01,0.927389188,0.06158962436,0.150231481,3330,-115.697,0.291449631,-37.5923,0.428523517,177.37,0.948808609,0.150231481,3330,1
36882,52,52,-105.384,0.309548965,-53.6957,0.400262022,173.19,0.938098898,0.06297991928,0.150231481,3330,-115.697,0.291449631,-37.5923,0.428523517,177.37,0.948808609,0.150231481,3330,1
31714,52,52,-124.888,0.27531941,-19.7804,0.459783433,181.74,0.960005124,0.06648631312,0.150231481,3330,-115.697,0.291449631,-37.5923,0.428523517,177.37,0.948808609,0.150231481,3330,1
29776,52,52,-132.905,0.261249561,-1.63E-14,4.94E-01,186.49,0.97217525,0.06876959434,0.150231481,3330,-115.697,0.291449631,-37.5923,0.428523517,177.37,0.948808609,0.150231481,3330,1
41405,52,52,-144.593,0.240737101,22.9012,0.534689716,191.62,0.985318985,0.0724152397,0.150231481,3330,-115.697,0.291449631,-37.5923,0.428523517,177.37,0.948808609,0.150231481,3330,1
34944,52,52,-143.696,0.242311337,46.6896,0.576438399,197.32,0.999923136,0.07463150739,0.150231481,3330,-115.697,0.291449631,-37.5923,0.428523517,177.37,0.948808609,0.150231481,3330,1
34287,52,52,288.035,1,0,0.49449807,63.09,0.656008199,0.08854761068,0.150231481,3330,-124.888,0.27531941,-19.7804,0.459783433,181.74,0.960005124,0.150231481,3330,1
35579,52,52,267.412,0.963806599,-42.3538,0.420167076,73.73,0.68326928,0.08426574917,0.150231481,3330,-124.888,0.27531941,-19.7804,0.459783433,181.74,0.960005124,0.150231481,3330,1
40747,52,52,239.966,0.915638821,-77.9696,0.357661285,83.61,0.708583141,0.07982204085,0.150231481,3330,-124.888,0.27531941,-19.7804,0.459783433,181.74,0.960005124,0.150231481,3330,1
28472,52,52,207.716,0.859040014,-105.837,0.308753949,93.11,0.732923392,0.07538487391,0.150231481,3330,-124.888,0.27531941,-19.7804,0.459783433,181.74,0.960005124,0.150231481,3330,1
30410,52,52,173.384,0.798787294,-125.971,0.273418743,102.13,0.75603382,0.07129286058,0.150231481,3330,-124.888,0.27531941,-19.7804,0.459783433,181.74,0.960005124,0.150231481,3330,1
32995,52,52,138.915,0.738294138,-138.915,0.250702001,110.68,0.777940046,0.06771409993,0.150231481,3330,-124.888,0.27531941,-19.7804,0.459783433,181.74,0.960005124,0.150231481,3330,1
38163,52,52,105.704,0.680008775,-145.49,0.239162864,118.47,0.797899052,0.06466980501,0.150231481,3330,-124.888,0.27531941,-19.7804,0.459783433,181.74,0.960005124,0.150231481,3330,1
29118,52,52,75.0015,0.626125834,-147.199,0.236163566,125.5,0.815910838,0.06230273858,0.150231481,3330,-124.888,0.27531941,-19.7804,0.459783433,181.74,0.960005124,0.150231481,3330,1
42039,52,52,47.1761,0.577292208,-145.193,0.2396841,132.15,0.832949014,0.06063554185,0.150231481,3330,-124.888,0.27531941,-19.7804,0.459783433,181.74,0.960005124,0.150231481,3330,1
36225,52,52,8.17E-15,4.94E-01,-133.475,0.26024921,143.36,0.86167051,0.05882181928,0.150231481,3330,-124.888,0.27531941,-19.7804,0.459783433,181.74,0.960005124,0.150231481,3330,1
40101,52,52,-19.822,0.459710425,-125.151,0.274857845,148.3,0.87432744,0.05857670812,0.150231481,3330,-124.888,0.27531941,-19.7804,0.459783433,181.74,0.960005124,0.150231481,3330,1
37517,52,52,-37.6058,0.428499825,-115.739,0.291375921,152.86,0.886010761,0.05867463041,0.150231481,3330,-124.888,0.27531941,-19.7804,0.459783433,181.74,0.960005124,0.150231481,3330,1
38809,52,52,-53.6095,0.400413303,-105.215,0.30984556,157.04,0.896720471,0.05900403154,0.150231481,3330,-124.888,0.27531941,-19.7804,0.459783433,181.74,0.960005124,0.150231481,3330,1
31056,52,52,-68.1802,0.374841699,-93.8419,0.32980537,161.22,0.907430182,0.05964324606,0.150231481,3330,-124.888,0.27531941,-19.7804,0.459783433,181.74,0.960005124,0.150231481,3330,1
33641,52,52,-81.7522,0.351022815,-81.7522,0.351022815,165.21,0.917653087,0.06055441332,0.150231481,3330,-124.888,0.27531941,-19.7804,0.459783433,181.74,0.960005124,0.150231481,3330,1
32349,52,52,-93.9956,0.329535627,-68.2918,0.374645841,169.01,0.927389188,0.06158962436,0.150231481,3330,-124.888,0.27531941,-19.7804,0.459783433,181.74,0.960005124,0.150231481,3330,1
36871,52,52,-105.384,0.309548965,-53.6957,0.400262022,173.19,0.938098898,0.06297991928,0.150231481,3330,-124.888,0.27531941,-19.7804,0.459783433,181.74,0.960005124,0.150231481,3330,1
39455,52,52,-115.697,0.291449631,-37.5923,0.428523517,177.37,0.948808609,0.06458837031,0.150231481,3330,-124.888,0.27531941,-19.7804,0.459783433,181.74,0.960005124,0.150231481,3330,1
29764,52,52,-132.905,0.261249561,-1.63E-14,4.94E-01,186.49,0.97217525,0.06876959434,0.150231481,3330,-124.888,0.27531941,-19.7804,0.459783433,181.74,0.960005124,0.150231481,3330,1
41393,52,52,-144.593,0.240737101,22.9012,0.534689716,191.62,0.985318985,0.0724152397,0.150231481,3330,-124.888,0.27531941,-19.7804,0.459783433,181.74,0.960005124,0.150231481,3330,1
34933,52,52,-143.696,0.242311337,46.6896,0.576438399,197.32,0.999923136,0.07463150739,0.150231481,3330,-124.888,0.27531941,-19.7804,0.459783433,181.74,0.960005124,0.150231481,3330,1
34284,52,52,288.035,1,0,0.49449807,63.09,0.656008199,0.08854761068,0.150231481,3330,-132.905,0.261249561,-1.63E-14,4.94E-01,186.49,0.97217525,0.150231481,3330,1
35576,52,52,267.412,0.963806599,-42.3538,0.420167076,73.73,0.68326928,0.08426574917,0.150231481,3330,-132.905,0.261249561,-1.63E-14,4.94E-01,186.49,0.97217525,0.150231481,3330,1
40744,52,52,239.966,0.915638821,-77.9696,0.357661285,83.61,0.708583141,0.07982204085,0.150231481,3330,-132.905,0.261249561,-1.63E-14,4.94E-01,186.49,0.97217525,0.150231481,3330,1
28469,52,52,207.716,0.859040014,-105.837,0.308753949,93.11,0.732923392,0.07538487391,0.150231481,3330,-132.905,0.261249561,-1.63E-14,4.94E-01,186.49,0.97217525,0.150231481,3330,1
30408,52,52,173.384,0.798787294,-125.971,0.273418743,102.13,0.75603382,0.07129286058,0.150231481,3330,-132.905,0.261249561,-1.63E-14,4.94E-01,186.49,0.97217525,0.150231481,3330,1
32992,52,52,138.915,0.738294138,-138.915,0.250702001,110.68,0.777940046,0.06771409993,0.150231481,3330,-132.905,0.261249561,-1.63E-14,4.94E-01,186.49,0.97217525,0.150231481,3330,1
38160,52,52,105.704,0.680008775,-145.49,0.239162864,118.47,0.797899052,0.06466980501,0.150231481,3330,-132.905,0.261249561,-1.63E-14,4.94E-01,186.49,0.97217525,0.150231481,3330,1
29115,52,52,75.0015,0.626125834,-147.199,0.236163566,125.5,0.815910838,0.06230273858,0.150231481,3330,-132.905,0.261249561,-1.63E-14,4.94E-01,186.49,0.97217525,0.150231481,3330,1
42036,52,52,47.1761,0.577292208,-145.193,0.2396841,132.15,0.832949014,0.06063554185,0.150231481,3330,-132.905,0.261249561,-1.63E-14,4.94E-01,186.49,0.97217525,0.150231481,3330,1
36222,52,52,8.17E-15,4.94E-01,-133.475,0.26024921,143.36,0.86167051,0.05882181928,0.150231481,3330,-132.905,0.261249561,-1.63E-14,4.94E-01,186.49,0.97217525,0.150231481,3330,1
40098,52,52,-19.822,0.459710425,-125.151,0.274857845,148.3,0.87432744,0.05857670812,0.150231481,3330,-132.905,0.261249561,-1.63E-14,4.94E-01,186.49,0.97217525,0.150231481,3330,1
37514,52,52,-37.6058,0.428499825,-115.739,0.291375921,152.86,0.886010761,0.05867463041,0.150231481,3330,-132.905,0.261249561,-1.63E-14,4.94E-01,186.49,0.97217525,0.150231481,3330,1
38806,52,52,-53.6095,0.400413303,-105.215,0.30984556,157.04,0.896720471,0.05900403154,0.150231481,3330,-132.905,0.261249561,-1.63E-14,4.94E-01,186.49,0.97217525,0.150231481,3330,1
31054,52,52,-68.1802,0.374841699,-93.8419,0.32980537,161.22,0.907430182,0.05964324606,0.150231481,3330,-132.905,0.261249561,-1.63E-14,4.94E-01,186.49,0.97217525,0.150231481,3330,1
33638,52,52,-81.7522,0.351022815,-81.7522,0.351022815,165.21,0.917653087,0.06055441332,0.150231481,3330,-132.905,0.261249561,-1.63E-14,4.94E-01,186.49,0.97217525,0.150231481,3330,1
32346,52,52,-93.9956,0.329535627,-68.2918,0.374645841,169.01,0.927389188,0.06158962436,0.150231481,3330,-132.905,0.261249561,-1.63E-14,4.94E-01,186.49,0.97217525,0.150231481,3330,1
36868,52,52,-105.384,0.309548965,-53.6957,0.400262022,173.19,0.938098898,0.06297991928,0.150231481,3330,-132.905,0.261249561,-1.63E-14,4.94E-01,186.49,0.97217525,0.150231481,3330,1
39452,52,52,-115.697,0.291449631,-37.5923,0.428523517,177.37,0.948808609,0.06458837031,0.150231481,3330,-132.905,0.261249561,-1.63E-14,4.94E-01,186.49,0.97217525,0.150231481,3330,1
31700,52,52,-124.888,0.27531941,-19.7804,0.459783433,181.74,0.960005124,0.06648631312,0.150231481,3330,-132.905,0.261249561,-1.63E-14,4.94E-01,186.49,0.97217525,0.150231481,3330,1
41390,52,52,-144.593,0.240737101,22.9012,0.534689716,191.62,0.985318985,0.0724152397,0.150231481,3330,-132.905,0.261249561,-1.63E-14,4.94E-01,186.49,0.97217525,0.150231481,3330,1
34930,52,52,-143.696,0.242311337,46.6896,0.576438399,197.32,0.999923136,0.07463150739,0.150231481,3330,-132.905,0.261249561,-1.63E-14,4.94E-01,186.49,0.97217525,0.150231481,3330,1
34301,52,52,288.035,1,0,0.49449807,63.09,0.656008199,0.08854761068,0.150231481,3330,-144.593,0.240737101,22.9012,0.534689716,191.62,0.985318985,0.150231481,3330,1
35593,52,52,267.412,0.963806599,-42.3538,0.420167076,73.73,0.68326928,0.08426574917,0.150231481,3330,-144.593,0.240737101,22.9012,0.534689716,191.62,0.985318985,0.150231481,3330,1
40761,52,52,239.966,0.915638821,-77.9696,0.357661285,83.61,0.708583141,0.07982204085,0.150231481,3330,-144.593,0.240737101,22.9012,0.534689716,191.62,0.985318985,0.150231481,3330,1
28487,52,52,207.716,0.859040014,-105.837,0.308753949,93.11,0.732923392,0.07538487391,0.150231481,3330,-144.593,0.240737101,22.9012,0.534689716,191.62,0.985318985,0.150231481,3330,1
30425,52,52,173.384,0.798787294,-125.971,0.273418743,102.13,0.75603382,0.07129286058,0.150231481,3330,-144.593,0.240737101,22.9012,0.534689716,191.62,0.985318985,0.150231481,3330,1
33009,52,52,138.915,0.738294138,-138.915,0.250702001,110.68,0.777940046,0.06771409993,0.150231481,3330,-144.593,0.240737101,22.9012,0.534689716,191.62,0.985318985,0.150231481,3330,1
38177,52,52,105.704,0.680008775,-145.49,0.239162864,118.47,0.797899052,0.06466980501,0.150231481,3330,-144.593,0.240737101,22.9012,0.534689716,191.62,0.985318985,0.150231481,3330,1
29133,52,52,75.0015,0.626125834,-147.199,0.236163566,125.5,0.815910838,0.06230273858,0.150231481,3330,-144.593,0.240737101,22.9012,0.534689716,191.62,0.985318985,0.150231481,3330,1
42054,52,52,47.1761,0.577292208,-145.193,0.2396841,132.15,0.832949014,0.06063554185,0.150231481,3330,-144.593,0.240737101,22.9012,0.534689716,191.62,0.985318985,0.150231481,3330,1
36239,52,52,8.17E-15,4.94E-01,-133.475,0.26024921,143.36,0.86167051,0.05882181928,0.150231481,3330,-144.593,0.240737101,22.9012,0.534689716,191.62,0.985318985,0.150231481,3330,1
40115,52,52,-19.822,0.459710425,-125.151,0.274857845,148.3,0.87432744,0.05857670812,0.150231481,3330,-144.593,0.240737101,22.9012,0.534689716,191.62,0.985318985,0.150231481,3330,1
37531,52,52,-37.6058,0.428499825,-115.739,0.291375921,152.86,0.886010761,0.05867463041,0.150231481,3330,-144.593,0.240737101,22.9012,0.534689716,191.62,0.985318985,0.150231481,3330,1
38823,52,52,-53.6095,0.400413303,-105.215,0.30984556,157.04,0.896720471,0.05900403154,0.150231481,3330,-144.593,0.240737101,22.9012,0.534689716,191.62,0.985318985,0.150231481,3330,1
31071,52,52,-68.1802,0.374841699,-93.8419,0.32980537,161.22,0.907430182,0.05964324606,0.150231481,3330,-144.593,0.240737101,22.9012,0.534689716,191.62,0.985318985,0.150231481,3330,1
33655,52,52,-81.7522,0.351022815,-81.7522,0.351022815,165.21,0.917653087,0.06055441332,0.150231481,3330,-144.593,0.240737101,22.9012,0.534689716,191.62,0.985318985,0.150231481,3330,1
32363,52,52,-93.9956,0.329535627,-68.2918,0.374645841,169.01,0.927389188,0.06158962436,0.150231481,3330,-144.593,0.240737101,22.9012,0.534689716,191.62,0.985318985,0.150231481,3330,1
36885,52,52,-105.384,0.309548965,-53.6957,0.400262022,173.19,0.938098898,0.06297991928,0.150231481,3330,-144.593,0.240737101,22.9012,0.534689716,191.62,0.985318985,0.150231481,3330,1
39469,52,52,-115.697,0.291449631,-37.5923,0.428523517,177.37,0.948808609,0.06458837031,0.150231481,3330,-144.593,0.240737101,22.9012,0.534689716,191.62,0.985318985,0.150231481,3330,1
31717,52,52,-124.888,0.27531941,-19.7804,0.459783433,181.74,0.960005124,0.06648631312,0.150231481,3330,-144.593,0.240737101,22.9012,0.534689716,191.62,0.985318985,0.150231481,3330,1
29779,52,52,-132.905,0.261249561,-1.63E-14,4.94E-01,186.49,0.97217525,0.06876959434,0.150231481,3330,-144.593,0.240737101,22.9012,0.534689716,191.62,0.985318985,0.150231481,3330,1
34947,52,52,-143.696,0.242311337,46.6896,0.576438399,197.32,0.999923136,0.07463150739,0.150231481,3330,-144.593,0.240737101,22.9012,0.534689716,191.62,0.985318985,0.150231481,3330,1
34291,52,52,288.035,1,0,0.49449807,63.09,0.656008199,0.08854761068,0.150231481,3330,-143.696,0.242311337,46.6896,0.576438399,197.32,0.999923136,0.150231481,3330,1
35584,52,52,267.412,0.963806599,-42.3538,0.420167076,73.73,0.68326928,0.08426574917,0.150231481,3330,-143.696,0.242311337,46.6896,0.576438399,197.32,0.999923136,0.150231481,3330,1
40752,52,52,239.966,0.915638821,-77.9696,0.357661285,83.61,0.708583141,0.07982204085,0.150231481,3330,-143.696,0.242311337,46.6896,0.576438399,197.32,0.999923136,0.150231481,3330,1
28477,52,52,207.716,0.859040014,-105.837,0.308753949,93.11,0.732923392,0.07538487391,0.150231481,3330,-143.696,0.242311337,46.6896,0.576438399,197.32,0.999923136,0.150231481,3330,1
30415,52,52,173.384,0.798787294,-125.971,0.273418743,102.13,0.75603382,0.07129286058,0.150231481,3330,-143.696,0.242311337,46.6896,0.576438399,197.32,0.999923136,0.150231481,3330,1
32999,52,52,138.915,0.738294138,-138.915,0.250702001,110.68,0.777940046,0.06771409993,0.150231481,3330,-143.696,0.242311337,46.6896,0.576438399,197.32,0.999923136,0.150231481,3330,1
38168,52,52,105.704,0.680008775,-145.49,0.239162864,118.47,0.797899052,0.06466980501,0.150231481,3330,-143.696,0.242311337,46.6896,0.576438399,197.32,0.999923136,0.150231481,3330,1
29123,52,52,75.0015,0.626125834,-147.199,0.236163566,125.5,0.815910838,0.06230273858,0.150231481,3330,-143.696,0.242311337,46.6896,0.576438399,197.32,0.999923136,0.150231481,3330,1
42044,52,52,47.1761,0.577292208,-145.193,0.2396841,132.15,0.832949014,0.06063554185,0.150231481,3330,-143.696,0.242311337,46.6896,0.576438399,197.32,0.999923136,0.150231481,3330,1
36230,52,52,8.17E-15,4.94E-01,-133.475,0.26024921,143.36,0.86167051,0.05882181928,0.150231481,3330,-143.696,0.242311337,46.6896,0.576438399,197.32,0.999923136,0.150231481,3330,1
