,muonID1,muonID2,x1,x1_normed,y1,y1_normed,z1,z1_normed,p1,t1_normed,t1,x2,x2_normed,y2,y2_normed,z2,z2_normed,t2_normed,t2,label
12939,3,3,-158.474,0.216375921,115.138,0.696565462,43.52,0.605867282,0.01883254844,0.489351852,10655,-222.98,0.103167778,72.4506,0.621649,35.92,0.586395081,0.489351852,10655,1
11000,3,3,-126.088,0.273213408,126.088,0.715782731,46.56,0.613656162,0.01728834804,0.489583333,10660,-222.98,0.103167778,72.4506,0.621649,35.92,0.586395081,0.489351852,10655,1
14877,3,3,-95.5416,0.326822394,131.502,0.72528431,49.41,0.620958237,0.01593706797,0.489583333,10660,-222.98,0.103167778,72.4506,0.621649,35.92,0.586395081,0.489351852,10655,1
6478,3,3,-67.7027,0.375679712,132.874,0.727692173,51.88,0.627286703,0.01481187176,0.489583333,10660,-222.98,0.103167778,72.4506,0.621649,35.92,0.586395081,0.489351852,10655,1
9062,3,3,-42.5513,0.419820463,130.959,0.724331344,54.0612,0.632875224,0.01387717451,0.489583333,10660,-222.98,0.103167778,72.4506,0.621649,35.92,0.586395081,0.489351852,10655,1
10354,3,3,-20.0776,0.459261846,126.765,0.716970867,56.06,0.637996413,0.01313829935,0.489583333,10660,-222.98,0.103167778,72.4506,0.621649,35.92,0.586395081,0.489351852,10655,1
8416,3,3,-1.94E-14,4.94E-01,120.935,0.706739207,58.15,0.643351268,0.01258808945,0.489583333,10660,-222.98,0.103167778,72.4506,0.621649,35.92,0.586395081,0.489351852,10655,1
13585,3,3,18.0564,0.526187083,114.004,0.69457529,59.86,0.647732514,0.01219734617,0.489583333,10660,-222.98,0.103167778,72.4506,0.621649,35.92,0.586395081,0.489351852,10655,1
14231,3,3,34.3766,0.554829063,105.8,0.680177255,61.57,0.652113759,0.01192744753,0.489583333,10660,-222.98,0.103167778,72.4506,0.621649,35.92,0.586395081,0.489351852,10655,1
5832,3,3,49.2966,0.581013689,96.7499,0.664294314,63.09,0.656008199,0.01178075285,0.489583333,10660,-222.98,0.103167778,72.4506,0.621649,35.92,0.586395081,0.489351852,10655,1
7770,3,3,63.0429,0.60513847,86.7711,0.646781502,64.8,0.660389444,0.01175518752,0.489583333,10660,-222.98,0.103167778,72.4506,0.621649,35.92,0.586395081,0.489351852,10655,1
11646,3,3,73.6911,0.623826079,73.6911,0.623826079,66.7,0.665257494,0.01160714409,0.489583333,10660,-222.98,0.103167778,72.4506,0.621649,35.92,0.586395081,0.489351852,10655,1
5178,3,3,-274.045,0.013548614,-3.36E-14,4.94E-01,26.23,0.561568025,0.02583739371,0.489351852,10655,-191.21,0.158924184,97.4264,0.665481573,40.1,0.597104791,0.489351852,10655,1
9701,3,3,-251.461,0.053183573,39.8274,0.564395226,31.17,0.574224955,0.02407287122,0.489351852,10655,-191.21,0.158924184,97.4264,0.665481573,40.1,0.597104791,0.489351852,10655,1
12285,3,3,-222.98,0.103167778,72.4506,0.621649,35.92,0.586395081,0.02226097371,0.489351852,10655,-191.21,0.158924184,97.4264,0.665481573,40.1,0.597104791,0.489351852,10655,1
12931,3,3,-158.474,0.216375921,115.138,0.696565462,43.52,0.605867282,0.01883254844,0.489351852,10655,-191.21,0.158924184,97.4264,0.665481573,40.1,0.597104791,0.489351852,10655,1
10993,3,3,-126.088,0.273213408,126.088,0.715782731,46.56,0.613656162,0.01728834804,0.489583333,10660,-191.21,0.158924184,97.4264,0.665481573,40.1,0.597104791,0.489351852,10655,1
14869,3,3,-95.5416,0.326822394,131.502,0.72528431,49.41,0.620958237,0.01593706797,0.489583333,10660,-191.21,0.158924184,97.4264,0.665481573,40.1,0.597104791,0.489351852,10655,1
6470,3,3,-67.7027,0.375679712,132.874,0.727692173,51.88,0.627286703,0.01481187176,0.489583333,10660,-191.21,0.158924184,97.4264,0.665481573,40.1,0.597104791,0.489351852,10655,1
9055,3,3,-42.5513,0.419820463,130.959,0.724331344,54.0612,0.632875224,0.01387717451,0.489583333,10660,-191.21,0.158924184,97.4264,0.665481573,40.1,0.597104791,0.489351852,10655,1
10347,3,3,-20.0776,0.459261846,126.765,0.716970867,56.06,0.637996413,0.01313829935,0.489583333,10660,-191.21,0.158924184,97.4264,0.665481573,40.1,0.597104791,0.489351852,10655,1
8409,3,3,-1.94E-14,4.94E-01,120.935,0.706739207,58.15,0.643351268,0.01258808945,0.489583333,10660,-191.21,0.158924184,97.4264,0.665481573,40.1,0.597104791,0.489351852,10655,1
13577,3,3,18.0564,0.526187083,114.004,0.69457529,59.86,0.647732514,0.01219734617,0.489583333,10660,-191.21,0.158924184,97.4264,0.665481573,40.1,0.597104791,0.489351852,10655,1
14223,3,3,34.3766,0.554829063,105.8,0.680177255,61.57,0.652113759,0.01192744753,0.489583333,10660,-191.21,0.158924184,97.4264,0.665481573,40.1,0.597104791,0.489351852,10655,1
5824,3,3,49.2966,0.581013689,96.7499,0.664294314,63.09,0.656008199,0.01178075285,0.489583333,10660,-191.21,0.158924184,97.4264,0.665481573,40.1,0.597104791,0.489351852,10655,1
7763,3,3,63.0429,0.60513847,86.7711,0.646781502,64.8,0.660389444,0.01175518752,0.489583333,10660,-191.21,0.158924184,97.4264,0.665481573,40.1,0.597104791,0.489351852,10655,1
11639,3,3,73.6911,0.623826079,73.6911,0.623826079,66.7,0.665257494,0.01160714409,0.489583333,10660,-191.21,0.158924184,97.4264,0.665481573,40.1,0.597104791,0.489351852,10655,1
5187,3,3,-274.045,0.013548614,-3.36E-14,4.94E-01,26.23,0.561568025,0.02583739371,0.489351852,10655,-158.474,0.216375921,115.138,0.696565462,43.52,0.605867282,0.489351852,10655,1
9709,3,3,-251.461,0.053183573,39.8274,0.564395226,31.17,0.574224955,0.02407287122,0.489351852,10655,-158.474,0.216375921,115.138,0.696565462,43.52,0.605867282,0.489351852,10655,1
12293,3,3,-222.98,0.103167778,72.4506,0.621649,35.92,0.586395081,0.02226097371,0.489351852,10655,-158.474,0.216375921,115.138,0.696565462,43.52,0.605867282,0.489351852,10655,1
7125,3,3,-191.21,0.158924184,97.4264,0.665481573,40.1,0.597104791,0.02048938532,0.489351852,10655,-158.474,0.216375921,115.138,0.696565462,43.52,0.605867282,0.489351852,10655,1
11001,3,3,-126.088,0.273213408,126.088,0.715782731,46.56,0.613656162,0.01728834804,0.489583333,10660,-158.474,0.216375921,115.138,0.696565462,43.52,0.605867282,0.489351852,10655,1
14878,3,3,-95.5416,0.326822394,131.502,0.72528431,49.41,0.620958237,0.01593706797,0.489583333,10660,-158.474,0.216375921,115.138,0.696565462,43.52,0.605867282,0.489351852,10655,1
6479,3,3,-67.7027,0.375679712,132.874,0.727692173,51.88,0.627286703,0.01481187176,0.489583333,10660,-158.474,0.216375921,115.138,0.696565462,43.52,0.605867282,0.489351852,10655,1
9063,3,3,-42.5513,0.419820463,130.959,0.724331344,54.0612,0.632875224,0.01387717451,0.489583333,10660,-158.474,0.216375921,115.138,0.696565462,43.52,0.605867282,0.489351852,10655,1
10355,3,3,-20.0776,0.459261846,126.765,0.716970867,56.06,0.637996413,0.01313829935,0.489583333,10660,-158.474,0.216375921,115.138,0.696565462,43.52,0.605867282,0.489351852,10655,1
8417,3,3,-1.94E-14,4.94E-01,120.935,0.706739207,58.15,0.643351268,0.01258808945,0.489583333,10660,-158.474,0.216375921,115.138,0.696565462,43.52,0.605867282,0.489351852,10655,1
13586,3,3,18.0564,0.526187083,114.004,0.69457529,59.86,0.647732514,0.01219734617,0.489583333,10660,-158.474,0.216375921,115.138,0.696565462,43.52,0.605867282,0.489351852,10655,1
14232,3,3,34.3766,0.554829063,105.8,0.680177255,61.57,0.652113759,0.01192744753,0.489583333,10660,-158.474,0.216375921,115.138,0.696565462,43.52,0.605867282,0.489351852,10655,1
5833,3,3,49.2966,0.581013689,96.7499,0.664294314,63.09,0.656008199,0.01178075285,0.489583333,10660,-158.474,0.216375921,115.138,0.696565462,43.52,0.605867282,0.489351852,10655,1
7771,3,3,63.0429,0.60513847,86.7711,0.646781502,64.8,0.660389444,0.01175518752,0.489583333,10660,-158.474,0.216375921,115.138,0.696565462,43.52,0.605867282,0.489351852,10655,1
11647,3,3,73.6911,0.623826079,73.6911,0.623826079,66.7,0.665257494,0.01160714409,0.489583333,10660,-158.474,0.216375921,115.138,0.696565462,43.52,0.605867282,0.489351852,10655,1
5184,3,3,-274.045,0.013548614,-3.36E-14,4.94E-01,26.23,0.561568025,0.02583739371,0.489351852,10655,-126.088,0.273213408,126.088,0.715782731,46.56,0.613656162,0.489583333,10660,1
9706,3,3,-251.461,0.053183573,39.8274,0.564395226,31.17,0.574224955,0.02407287122,0.489351852,10655,-126.088,0.273213408,126.088,0.715782731,46.56,0.613656162,0.489583333,10660,1
12291,3,3,-222.98,0.103167778,72.4506,0.621649,35.92,0.586395081,0.02226097371,0.489351852,10655,-126.088,0.273213408,126.088,0.715782731,46.56,0.613656162,0.489583333,10660,1
7122,3,3,-191.21,0.158924184,97.4264,0.665481573,40.1,0.597104791,0.02048938532,0.489351852,10655,-126.088,0.273213408,126.088,0.715782731,46.56,0.613656162,0.489583333,10660,1
12937,3,3,-158.474,0.216375921,115.138,0.696565462,43.52,0.605867282,0.01883254844,0.489351852,10655,-126.088,0.273213408,126.088,0.715782731,46.56,0.613656162,0.489583333,10660,1
14875,3,3,-95.5416,0.326822394,131.502,0.72528431,49.41,0.620958237,0.01593706797,0.489583333,10660,-126.088,0.273213408,126.088,0.715782731,46.56,0.613656162,0.489583333,10660,1
6476,3,3,-67.7027,0.375679712,132.874,0.727692173,51.88,0.627286703,0.01481187176,0.489583333,10660,-126.088,0.273213408,126.088,0.715782731,46.56,0.613656162,0.489583333,10660,1
9060,3,3,-42.5513,0.419820463,130.959,0.724331344,54.0612,0.632875224,0.01387717451,0.489583333,10660,-126.088,0.273213408,126.088,0.715782731,46.56,0.613656162,0.489583333,10660,1
